leaf_id,node_id,depth,x1_k,x1_d,x2_k,x2_d,x3_k,x3_d,y1_k,y1_d,y2_k,y2_d,y3_k,y3_d,w0,w1,w2,w3,w4
14221,28450,21,2,4,7,3,7,3,6,3,1,4,14,4,1207262844742472,510001367317931,4503599627370496,151202360001813,1062289210379728
14222,28451,21,2,4,7,3,7,3,6,3,1,4,15,4,144491182897961,2663803738266940,4503599627370496,-475456370487122,19820691170190
14223,28452,20,3,4,7,3,7,3,6,3,1,4,7,3,-297753981542597,1785727644533826,4503599627370496,82625206969433,1895233261316383
14224,28454,18,1,3,6,3,7,3,7,3,0,3,7,3,-3885027519495440,4503599627370496,3816061192732348,681624525691067,1184074257152070
14225,28456,19,1,3,7,3,7,3,7,3,0,4,7,3,-994734966177040,1795122447467318,4503599627370496,749531504173747,1041874000227215
14226,28458,20,1,3,7,3,14,4,7,3,1,4,7,3,-1479563367365247,3776840221431049,2762797690859400,4503599627370496,-1302664220254888
14227,28460,21,1,3,7,3,15,4,7,3,1,4,14,4,0,0,1,0,0
14228,28461,21,1,3,7,3,15,4,7,3,1,4,15,4,-1539358920776635,1584415900975621,4503599627370496,-26795689431419,-1187429230620956
14229,28464,16,0,3,3,2,6,3,3,2,1,3,7,3,588321475988854,4503599627370496,-944135060327649,1918105024625535,-1172015977131005
14230,28470,21,0,4,6,3,7,3,6,3,2,4,14,4,4503599627370496,1101112723032624,2274929074630988,-3029314188468940,1115329672600999
14231,28472,22,1,4,6,3,14,4,6,3,2,4,14,4,1843302595280634,4503599627370496,3301456180589398,-294430396376767,525093530093774
14232,28473,22,1,4,6,3,15,4,6,3,2,4,14,4,2426851998655932,716208748051194,4503599627370496,-1143302780101760,1125169769026113
14233,28474,20,0,3,6,3,7,3,6,3,3,4,14,4,1711782570231106,804707621812499,1431690791627280,-3761410404036470,-4503599627370496
14234,28477,21,0,3,6,3,14,4,7,3,2,4,14,4,-206810959339921,1385891271908953,2251799813685248,306971121614956,-1482819416345489
14235,28478,21,0,3,6,3,15,4,7,3,2,4,14,4,10685098963964,-181063922166257,2251799813685248,-78433457305246,-483483104231520
14236,28479,20,0,3,6,3,7,3,7,3,3,4,14,4,0,0,0,0,-1
14237,28480,18,0,3,6,3,7,3,3,2,1,3,15,4,437939185427983,4141417889648028,1558563029052792,-4503599627370496,-4404399811474562
14238,28485,21,0,4,7,3,7,3,6,3,2,4,14,4,1,0,0,0,0
14239,28487,22,1,4,7,3,14,4,6,3,2,4,14,4,2473146446035930,2294787564666828,2316252435227078,4503599627370496,-1615489627120125
14240,28488,22,1,4,7,3,15,4,6,3,2,4,14,4,2042765162487716,-1084486737714908,4503599627370496,327336356542529,-1083141210480260
14241,28489,20,0,3,7,3,7,3,6,3,3,4,14,4,1,0,0,0,0
14242,28491,20,0,3,7,3,7,3,7,3,2,4,14,4,-809379720842697,-1613943231076852,3883312586537992,2119174721140663,-4503599627370496
14243,28492,20,0,3,7,3,7,3,7,3,3,4,14,4,0,0,0,0,-1
14244,28493,18,0,3,7,3,7,3,3,2,1,3,15,4,0,0,0,0,-1
14245,28495,16,1,3,3,2,6,3,3,2,1,3,7,3,-274011663032967,4503599627370496,349066082861748,1099811094763619,-955014294218461
14246,28503,23,2,4,6,3,14,4,12,4,2,4,14,4,4328719765743321,2872184565539450,4503599627370496,-2255587443081820,3721416076406476
14247,28505,24,2,4,12,4,14,4,13,4,2,4,14,4,0,1,0,0,0
14248,28508,26,2,4,13,4,14,4,13,4,4,5,28,5,721101702532793,3581610707300148,4503599627370496,829236916839218,964891173582385
14249,28509,26,2,4,13,4,14,4,13,4,5,5,28,5,80240082679454,3068309306356705,4503599627370496,-1170336969104695,-1491279994935807
14250,28510,25,2,4,13,4,14,4,13,4,2,4,29,5,0,1,0,0,0
14251,28511,22,3,4,6,3,14,4,6,3,2,4,14,4,-130396397601985,3544064564133195,4503599627370496,-1102537341152926,660356806197851
14252,28512,21,1,3,6,3,15,4,6,3,2,4,14,4,701507824175305,270275495221840,2251799813685248,-1011973506886006,726170553081976
14253,28513,20,1,3,6,3,7,3,6,3,3,4,14,4,187831585647978,1917100804338446,2251799813685248,-2001749819755950,-1690659383363783
14254,28514,19,1,3,6,3,7,3,6,3,1,3,15,4,-688392312114659,4503599627370496,606213894768543,-3560183778803634,-1693786873768266
14255,28519,22,2,4,7,3,14,4,6,3,2,4,14,4,996254240273893,4503599627370496,3412908117622168,3416528525920344,-868066590354422
14256,28520,22,2,4,7,3,15,4,6,3,2,4,14,4,527377051250675,164316541889566,4503599627370496,-1053676428056884,-978601190342217
14257,28521,21,3,4,7,3,7,3,6,3,2,4,14,4,56396130138721,436798698787215,2251799813685248,-92404728398421,-254405359613530
14258,28522,20,1,3,7,3,7,3,6,3,3,4,14,4,402923164102385,1729660008982147,4503599627370496,-2117544283167431,-2592311564722910
14259,28523,19,1,3,7,3,7,3,6,3,1,3,15,4,-478084715619710,4113179881378030,4503599627370496,-1587145512949260,-2710529444788785
14260,28525,18,1,3,6,3,7,3,7,3,1,3,7,3,-4503599627370496,2021785872459648,3892429898948618,1033351555772153,-4155917871977251
14261,28527,19,1,3,7,3,7,3,7,3,1,3,14,4,-3298228077690478,-239007007664365,4227374791798902,997035605905382,-4503599627370496
14262,28528,19,1,3,7,3,7,3,7,3,1,3,15,4,-2484043991116136,3062604848499397,3375390901501963,-541945743982382,-4503599627370496
14263,28532,12,1,2,2,2,2,2,2,2,0,2,3,2,-849505121420539,4295278514131628,-1687808375363627,-2588990775344143,4503599627370496
14264,28533,12,1,2,2,2,2,2,3,2,0,2,3,2,-1995878361697333,4503599627370496,-2278999136100050,2873171577258207,2139067012895029
14265,28535,12,1,2,3,2,2,2,2,2,0,2,3,2,409519386270564,2517399272495661,-477245579101178,700058109375077,4503599627370496
14266,28536,12,1,2,3,2,2,2,3,2,0,2,3,2,-1392942290083065,2251799813685248,-671692861952163,1947148664744956,1341290557343159
14267,28540,13,1,2,2,2,3,2,2,2,0,3,3,2,-247254780207605,2450152948091520,2394489730730364,-3393571743073975,4503599627370496
14268,28541,13,1,2,2,2,3,2,2,2,1,3,3,2,-449312407992715,3772079662694572,1869160482201486,-4503599627370496,4391091020162140
14269,28545,15,1,2,3,2,3,2,4,3,0,3,6,3,1734663056490317,1165068140527148,-75926575617460,-1758662587004067,4503599627370496
14270,28546,15,1,2,3,2,3,2,5,3,0,3,6,3,-195386638409536,-919651313827241,-24612229748426,5348222889588,4503599627370496
14271,28547,14,1,2,3,2,3,2,2,2,0,3,7,3,1223267601039414,2069551254664636,945395754470801,-3011161710906506,4503599627370496
14272,28551,16,2,3,3,2,3,2,4,3,1,3,6,3,2512217010652827,987928078050915,250323821055663,-2259076668023717,4503599627370496
14273,28553,17,2,3,6,3,3,2,5,3,1,3,6,3,1876123163314238,-67242057934602,2280464107755396,-1206371619012585,4503599627370496
14274,28554,17,2,3,7,3,3,2,5,3,1,3,6,3,3251971180955720,-2049819133905220,2695327959895603,-200678766987345,4503599627370496
14275,28555,15,2,3,3,2,3,2,2,2,1,3,7,3,3170972207591845,1362379523545209,3032791882558407,-4503599627370496,4039462425824654
14276,28557,15,3,3,3,2,3,2,2,2,1,3,6,3,-75081848674069,-1292112991754359,1415444267585800,-943793920158321,4503599627370496
14277,28558,15,3,3,3,2,3,2,2,2,1,3,7,3,-1019576478459594,1104470476430185,2625793710834756,-3937129212474107,4503599627370496
14278,28560,12,1,2,2,2,3,2,3,2,0,2,3,2,-4503599627370496,2683052590084057,3290608874688036,-1480880786519714,3774569606088651
14279,28563,14,1,2,3,2,6,3,3,2,0,3,3,2,-3144598962491709,1590601356014530,1055218562286303,1946956198816660,4503599627370496
14280,28564,14,1,2,3,2,7,3,3,2,0,3,3,2,-2083162931848967,424787568325547,2251799813685248,-77081154355351,2136091623194066
14281,28571,19,2,3,6,3,6,3,6,3,2,4,6,3,-1439353165770508,3057114978293252,3425734894476150,1049908221689175,4503599627370496
14282,28572,19,2,3,6,3,6,3,6,3,3,4,6,3,-576598004633020,2365114356063349,4503599627370496,480681709004655,827901862620423
14283,28574,19,2,3,7,3,6,3,6,3,2,4,6,3,-1146850414729187,3187156889739822,3758178805303363,3341826954857350,4503599627370496
14284,28575,19,2,3,7,3,6,3,6,3,3,4,6,3,-149065826694857,1533342231446667,4503599627370496,892861543774992,-264543720131418
14285,28576,17,2,3,3,2,6,3,6,3,1,3,7,3,-1342680372132378,4503599627370496,3086759132526312,180237952968447,-955482297778068
14286,28577,16,2,3,3,2,6,3,7,3,1,3,3,2,-4503599627370496,3975596399718047,4276703096067856,2746991349972378,-2977690377648884
14287,28578,15,3,3,3,2,6,3,3,2,1,3,3,2,-2771334133469124,463478936129821,4503599627370496,678495308644790,3056290215871126
14288,28583,18,2,3,6,3,7,3,6,3,1,3,6,3,-573512795656840,-544631873702969,4503599627370496,-1505743012753300,988275650300007
14289,28584,18,2,3,7,3,7,3,6,3,1,3,6,3,0,0,1,0,0
14290,28585,17,2,3,3,2,7,3,6,3,1,3,7,3,-970144416282032,1496127250673992,4503599627370496,-1125228863156907,-636704622595288
14291,28586,16,3,3,3,2,7,3,6,3,1,3,3,2,-2066307469915952,-1203178201379092,4503599627370496,-1175810572872412,1538945375627789
14292,28587,15,1,2,3,2,7,3,7,3,1,3,3,2,-4503599627370496,1462683203765612,2963371315457274,1513548098914308,-4096203804900287
14293,28592,12,0,2,2,2,2,2,2,2,1,2,3,2,1078294069724915,1431978953989807,-2251799813685248,-871886434956296,1114755967709595
14294,28593,12,0,2,2,2,2,2,3,2,1,2,3,2,327360414372999,1739807893757351,-4503599627370496,516215987016303,-577974896745860
14295,28594,11,0,2,3,2,2,2,1,1,1,2,3,2,3001178769970379,4503599627370496,-3705026606857338,1869657535960994,-2476305434582020
14296,28597,12,1,2,2,2,2,2,2,2,1,2,3,2,-259183961134331,4503599627370496,-2267539664392949,-3798832267698000,2030355905975354
14297,28598,12,1,2,2,2,2,2,3,2,1,2,3,2,-1442350664456048,4503599627370496,-2488285351428468,-2165433763012794,-3938779549515323
14298,28601,13,2,3,3,2,2,2,2,2,1,2,3,2,1635593117073891,2251799813685248,829220915508427,-577241259225293,2172702385788223
14299,28603,14,3,3,6,3,2,2,2,2,1,2,3,2,467979794270062,1536266014351021,824087847785456,-808664245530707,2251799813685248
14300,28604,14,3,3,7,3,2,2,2,2,1,2,3,2,1802231415466218,1567775639000403,3112661666016808,-1175475135101545,4503599627370496
14301,28606,13,1,2,3,2,4,3,3,2,1,2,3,2,-447306114725338,4503599627370496,-1011408137147136,1168800565977923,1689328825344569
14302,28611,17,2,3,3,2,5,3,6,3,2,3,6,3,721135186649342,4503599627370496,2133408345076336,1230638197136033,-644939181122176
14303,28612,17,2,3,3,2,5,3,6,3,3,3,6,3,2510498876988086,4503599627370496,2187123287627162,-384097693546609,-2076598953101597
14304,28613,16,2,3,3,2,5,3,6,3,1,2,7,3,0,1,0,0,0
14305,28614,15,2,3,3,2,5,3,7,3,1,2,3,2,-2103821064230604,4493606469167836,1403962904771312,1332271979737187,-4503599627370496
14306,28618,17,3,3,3,2,5,3,6,3,2,3,6,3,-1154929355932985,4218801441043212,4503599627370496,1078122198960206,596712268930377
14307,28619,17,3,3,3,2,5,3,6,3,3,3,6,3,192736467257777,4503599627370496,3476117181812550,-785769443925197,-954808559118108
14308,28620,16,3,3,3,2,5,3,6,3,1,2,7,3,0,1,0,0,0
14309,28621,15,3,3,3,2,5,3,7,3,1,2,3,2,-2992799726913394,4503599627370496,1899146137845714,714400800590557,-3733548603014072
14310,28624,11,0,2,1,1,3,2,2,2,1,2,3,2,4503599627370496,752549021782409,363735409403986,-2816416977815306,1640118016165402
14311,28634,20,0,3,4,3,6,3,12,4,2,3,12,4,4503599627370496,1459637360855185,-1629560070874321,-3698482983371454,3973247757794308
14312,28636,21,0,3,4,3,12,4,13,4,2,3,12,4,2251799813685248,939291078960816,932371946330107,123535137762666,1262198244170230
14313,28638,22,0,4,4,3,13,4,13,4,2,3,12,4,4503599627370496,326345060463714,2115286611639593,-820139238467398,2088520783046870
14314,28639,22,1,4,4,3,13,4,13,4,2,3,12,4,4503599627370496,1749980181786926,4335057608305134,-1530335680431739,1842804816483478
14315,28640,19,0,3,4,3,6,3,6,3,2,3,13,4,3544042916374296,1383469773937008,934226101947465,-4503599627370496,-1399124349474751
14316,28643,20,0,3,5,3,12,4,6,3,2,3,12,4,4503599627370496,3273667820548090,1593810191765916,1072762720867493,2467719409802634
14317,28644,20,0,3,5,3,13,4,6,3,2,3,12,4,4444391516094518,1188219341975370,4503599627370496,-907039578038769,853573264368906
14318,28645,19,0,3,5,3,6,3,6,3,2,3,13,4,1857926875836260,1886375451122947,881895833783520,-4503599627370496,-3578919957266167
14319,28649,20,1,3,4,3,12,4,6,3,2,3,12,4,2282417259790064,4503599627370496,3181647165645754,-3335260042346358,1662203663137941
14320,28650,20,1,3,4,3,13,4,6,3,2,3,12,4,1075693869590625,3056938750922136,4405027153167956,-4503599627370496,1185291542265113
14321,28651,19,1,3,4,3,6,3,6,3,2,3,13,4,2054255214072,3774965876780899,169451088584479,-4503599627370496,-1139647553792910
14322,28657,23,2,4,10,4,12,4,6,3,4,4,12,4,2014471925643849,4503599627370496,1246328679805519,-841459054219133,1178685086788267
14323,28658,23,2,4,11,4,12,4,6,3,4,4,12,4,3674523509195184,4503599627370496,3584652346175148,1318927651374214,-233719853560931
14324,28660,23,3,4,5,3,12,4,12,4,4,4,12,4,2325005310845033,3941702544314870,4503599627370496,-1101156149177312,2472379989592960
14325,28661,23,3,4,5,3,12,4,13,4,4,4,12,4,1220728751838985,3459942231041908,4503599627370496,-218702648182479,-121023841184824
14326,28664,23,2,4,5,3,13,4,12,4,4,4,12,4,4503599627370496,1831056255210402,3764675962559182,-1624252518291458,3668158476886173
14327,28665,23,2,4,5,3,13,4,13,4,4,4,12,4,2093173942551115,1843704816521757,4503599627370496,-693004074635356,-196560272929498
14328,28666,22,3,4,5,3,13,4,6,3,4,4,12,4,1487926496977132,2144396214283202,4503599627370496,-1219779491984683,-522098186021777
14329,28667,20,1,3,5,3,6,3,6,3,5,4,12,4,3045945373544713,833026504693690,1620745704621376,-3664643290925132,-4503599627370496
14330,28668,19,1,3,5,3,6,3,6,3,2,3,13,4,1173696187068337,4503599627370496,1942837102393929,-4335722965890590,-4349598754226864
14331,28673,20,0,3,4,3,12,4,7,3,2,3,12,4,3520099236932908,2486744365508260,4503599627370496,2588185880046508,-334322281048161
14332,28676,22,0,3,4,3,13,4,14,4,4,4,12,4,1061918125212014,581717954304671,2251799813685248,358530451396264,-337512831441425
14333,28677,22,0,3,4,3,13,4,14,4,5,4,12,4,1259971048669604,457075025368607,2251799813685248,229854353838628,-773341125469926
14334,28678,21,0,3,4,3,13,4,15,4,2,3,12,4,-1822496725362305,432055809359848,4503599627370496,2901936505139147,-3590766448788288
14335,28679,19,0,3,4,3,6,3,7,3,2,3,13,4,4503599627370496,2769792386261191,4386817770231004,-2661435492748711,-2963621268572428
14336,28682,20,0,3,5,3,12,4,7,3,2,3,12,4,798168064250193,1549947781217070,2251799813685248,2125563218393279,-1267823908508574
14337,28683,20,0,3,5,3,13,4,7,3,2,3,12,4,1264754217129205,74769634348379,4503599627370496,834771886421208,-1435074388397805
14338,28684,19,0,3,5,3,6,3,7,3,2,3,13,4,0,0,0,0,-1
14339,28685,17,1,3,2,2,6,3,7,3,2,3,6,3,-927267816577406,2464069709998240,4503599627370496,559680489471429,-2789194069948168
14340,28687,16,0,2,2,2,7,3,6,3,2,3,6,3,444349711627035,-450593809813510,797922746394946,-1125899906842624,-281498649233566
14341,28688,16,0,2,2,2,7,3,7,3,2,3,6,3,202202226979001,-1088212004839440,2251799813685248,-1211093211041801,-1976021522031253
14342,28695,20,0,3,4,3,6,3,12,4,3,3,12,4,1,0,0,0,0
14343,28697,21,0,4,4,3,6,3,13,4,3,3,12,4,1,0,0,0,0
14344,28698,21,1,4,4,3,6,3,13,4,3,3,12,4,2251799813685248,-408489133392444,-22274298569958,-958613336976655,-710771309711870
14345,28699,19,0,3,5,3,6,3,6,3,3,3,12,4,1,0,0,0,0
14346,28700,18,0,3,2,2,6,3,6,3,3,3,13,4,4503599627370496,691202161179861,-3029753711393804,-3286775230420432,-3839595827953176
14347,28701,17,1,3,2,2,6,3,6,3,3,3,6,3,3297175490307655,2075931549256839,-113351415561023,-4503599627370496,-3038059654682682
14348,28703,17,0,3,2,2,6,3,7,3,3,3,6,3,3150248208783978,-411372206153817,1147001487078532,848190397971665,-4503599627370496
14349,28704,17,1,3,2,2,6,3,7,3,3,3,6,3,0,0,0,0,-1
14350,28705,15,0,2,2,2,7,3,3,2,3,3,6,3,422667708909693,-2054561548753830,694282710252016,-4280886075940540,-4503599627370496
14351,28706,13,0,2,2,2,3,2,3,2,1,2,7,3,334404871109215,1316119337868734,-671519045697740,-4503599627370496,-3813024716457243
14352,28711,16,0,3,3,2,6,3,3,2,2,3,6,3,1679114958378169,-988163059593792,778739101044965,1595510907916253,-2251799813685248
14353,28712,16,1,3,3,2,6,3,3,2,2,3,6,3,1694981928509978,1733969208948433,4503599627370496,-121942128126394,-2401884366269932
14354,28713,15,0,2,3,2,7,3,3,2,2,3,6,3,1872850923811529,-2580461148724249,4503599627370496,-2430205706815868,-4467599298067626
14355,28714,14,0,2,3,2,3,2,3,2,3,3,6,3,1854454845579228,184844118651259,498234311300845,-1018411446088700,-2251799813685248
14356,28715,13,0,2,3,2,3,2,3,2,1,2,7,3,1529827953032656,1658157297993456,1618790856146498,-1566083145033019,-4503599627370496
14357,28718,12,1,2,2,2,3,2,2,2,1,2,3,2,1320717583436097,1829499535563190,952150655412292,-4503599627370496,1189360970047272
14358,28722,15,1,2,3,2,3,2,4,3,2,3,6,3,2502644032995280,1747511498360190,2405583401715769,-4434795952023088,4503599627370496
14359,28724,16,2,3,3,2,3,2,5,3,2,3,6,3,2452512223839160,673375242621097,4503599627370496,-2089743506818077,1762074518570496
14360,28725,16,3,3,3,2,3,2,5,3,2,3,6,3,327897557650527,-711306478051237,4503599627370496,-1648981636225957,2387743126261790
14361,28726,14,1,2,3,2,3,2,2,2,3,3,6,3,4360955707255194,-1961778474459183,4503599627370496,-4060598438010976,1491974483348010
14362,28727,13,1,2,3,2,3,2,2,2,1,2,7,3,995278143223856,1069936351098369,651987396350937,-2251799813685248,554141613018217
14363,28732,15,2,3,2,2,6,3,3,2,2,3,3,2,646434722363519,3161922002725256,4503599627370496,-1494693411671445,-1596822881883273
14364,28733,15,2,3,2,2,6,3,3,2,3,3,3,2,2255671841086591,2932002513388386,1782053807304311,-4503599627370496,-3611610974873330
14365,28734,14,3,3,2,2,6,3,3,2,1,2,3,2,-3116907579411490,955333206268877,2194761787350861,-4503599627370496,1153535242841690
14366,28735,13,1,2,2,2,7,3,3,2,1,2,3,2,-297958045291450,-691715373256619,2890994661078282,-4503599627370496,-860288876500907
14367,28741,17,2,3,3,2,6,3,6,3,2,3,6,3,325127016254737,2025337345281704,4503599627370496,-208640654846915,-1251157177236090
14368,28742,17,2,3,3,2,6,3,6,3,2,3,7,3,297736844920533,4341982255660912,4503599627370496,-1751240335238105,-2044359582074397
14369,28743,16,2,3,3,2,6,3,7,3,2,3,3,2,-998026057996109,880558939245969,1594738299974609,793586894945189,-2251799813685248
14370,28744,15,2,3,3,2,6,3,3,2,3,3,3,2,2134003220006328,3345492137267180,3762603852806099,-1941353140368310,-4503599627370496
14371,28747,16,3,3,3,2,6,3,6,3,2,3,3,2,-1008953003601766,1136562102832001,4503599627370496,-507111035523706,-167555203151046
14372,28748,16,3,3,3,2,6,3,6,3,3,3,3,2,476518558346708,1019721899525237,4503599627370496,-1640904187072556,-1466003043788872
14373,28749,15,3,3,3,2,6,3,7,3,1,2,3,2,-3849140509853224,3120275382546331,2678446418467132,-307284735596135,-4503599627370496
14374,28750,13,1,2,3,2,7,3,3,2,1,2,3,2,28663605092947,-1692404804721935,4503599627370496,-2746989675292752,-3070929824118134
14375,28758,10,0,1,1,1,0,2,0,2,2,2,0,2,-1374544516997121,-4503599627370496,2755373008804252,2155353324467842,-2992659083311983
14376,28765,16,0,3,2,2,0,3,0,3,3,2,0,3,-3134710760002078,-288120123959590,3272718533815266,30429420848311,-4503599627370496
14377,28766,16,1,3,2,2,0,3,0,3,3,2,0,3,-3608339548903548,-3373201847563880,1090778944074111,1815023325828644,-4503599627370496
14378,28768,16,0,2,4,3,0,3,1,3,3,2,0,3,0,0,0,0,-1
14379,28771,18,0,3,5,3,0,3,1,3,6,3,0,3,-4503599627370496,-992579350953764,1044475752184998,460967731933155,-3991656541974535
14380,28774,20,0,3,10,4,0,3,1,3,7,3,0,4,-4503599627370496,3027717985863742,1469946758375110,-505230283825895,-2121650245544390
14381,28776,21,0,3,11,4,0,4,1,3,7,3,0,4,-2251799813685248,928530940103026,-261537971453584,-695238360801405,-344653812219233
14382,28777,21,0,3,11,4,1,4,1,3,7,3,0,4,-4503599627370496,2464627277357868,1254764760617388,254246681682308,-617472629324915
14383,28779,20,0,3,10,4,0,3,1,3,7,3,1,4,-4503599627370496,2077327530055895,2776650518315428,651448335297280,-2856081407359391
14384,28780,20,0,3,11,4,0,3,1,3,7,3,1,4,-2251799813685248,1366489185294999,480981493858059,557454031335796,-175393441994075
14385,28782,18,1,3,5,3,0,3,1,3,6,3,0,3,-3835804969412440,-3672098052353376,-82419754263313,1686759125003358,-4503599627370496
14386,28783,18,1,3,5,3,0,3,1,3,7,3,0,3,-1125899906842624,189008771977769,-278535734366693,579707436645834,-812013434806228
14387,28785,15,0,2,2,2,0,3,0,3,3,2,1,3,-1553673454015710,349938506512308,2416080391090675,2912215023405510,-4503599627370496
14388,28786,15,0,2,2,2,0,3,1,3,3,2,1,3,-4503599627370496,2426775893102048,2233719473346968,4493050444762979,-1538911047409308
14389,28787,13,0,2,2,2,1,3,0,2,3,2,0,2,-2541181967281728,558635618263893,4463162043858560,4503599627370496,-616466328603154
14390,28789,13,1,2,2,2,0,3,0,2,3,2,0,2,-1892700361783243,-4236863845624606,-432188354258302,3279754674497265,-4503599627370496
14391,28790,13,1,2,2,2,1,3,0,2,3,2,0,2,-2839691178044830,-2590142418611551,844695290389788,4503599627370496,-3125452209733108
14392,28794,14,0,2,3,2,0,2,0,3,6,3,0,2,-1341039653053520,-4119854277467596,4503599627370496,1835901981666032,-2115027602851407
14393,28802,21,0,3,6,3,0,4,0,4,7,3,0,4,-3875643486169976,-4503599627370496,1466353071018559,-402291023636579,33066864925301
14394,28803,21,0,3,6,3,0,4,0,4,7,3,1,4,-4503599627370496,-1038132473984443,1781165846943968,1574194706509089,-748427650421452
14395,28804,20,0,3,6,3,1,4,0,4,7,3,0,3,-3012029586722761,-4351913059252514,4503599627370496,882970311888553,-210327558525590
14396,28808,22,0,3,12,4,0,4,1,4,7,3,0,4,-4503599627370496,-2076351629137859,200272762602833,-682851026703649,-122723108312140
14397,28809,22,0,3,12,4,0,4,1,4,7,3,1,4,-1,0,0,0,0
14398,28811,22,0,3,13,4,0,4,1,4,14,4,0,3,-2811505094467698,-4503599627370496,3698777541691174,782019348813224,-32985868496559
14399,28814,24,0,4,13,4,0,4,1,4,15,4,0,4,-1,0,0,0,0
14400,28816,25,1,4,26,5,0,4,1,4,15,4,0,4,-1,0,0,0,0
14401,28817,25,1,4,27,5,0,4,1,4,15,4,0,4,-3469749198015868,-4503599627370496,9805091483271,-235001203450351,1456611422026500
14402,28819,24,0,4,13,4,0,4,1,4,15,4,1,4,-4503599627370496,837256023319743,1830482180963525,-780751170067703,1709897259348196
14403,28820,24,1,4,13,4,0,4,1,4,15,4,1,4,-4503599627370496,-843428846461083,-598372496594420,1745535083258080,-935946796346230
14404,28821,20,0,3,6,3,1,4,1,4,7,3,0,3,-4503599627370496,-1599136209447363,1517862802772008,186998078152456,326750056007128
14405,28822,18,1,3,6,3,0,3,0,3,7,3,0,3,-2696084186032922,-4503599627370496,52214565068437,1824022600202608,-1211471155640696
14406,28826,20,0,3,7,3,0,3,0,4,14,4,0,3,-1755269512421881,-4503599627370496,4428895948440847,1341916406878150,-819606571348770
14407,28832,25,0,4,14,4,0,4,0,5,15,4,0,4,-4503599627370496,-3001824903899161,1622213945112971,-159934342938750,388410377165570
14408,28833,25,0,4,14,4,0,4,1,5,15,4,0,4,-1,0,0,0,0
14409,28834,24,0,4,14,4,0,4,0,4,15,4,1,4,-4503599627370496,317462372134173,826124046063546,972603422991690,-313499134457845
14410,28836,24,1,4,14,4,0,4,0,4,15,4,0,4,-2742646872591691,-4503599627370496,489031826304993,602134343009868,-349067385906410
14411,28837,24,1,4,14,4,0,4,0,4,15,4,1,4,-4503599627370496,-1820984358380961,-549766464131735,3217115467583502,-2503071020329139
14412,28841,25,0,4,15,4,0,4,0,5,15,4,0,4,-1,0,0,0,0
14413,28842,25,0,4,15,4,0,4,1,5,15,4,0,4,-3775997303911736,-4503599627370496,2507069540924693,-487693895355045,2704691154911242
14414,28843,24,0,4,15,4,0,4,0,4,15,4,1,4,-2508449780026042,865858532339579,3622844077148334,4503599627370496,-478968899137973
14415,28844,23,1,4,15,4,0,4,0,4,15,4,0,3,-1653284440955939,-4503599627370496,-174679685297629,2165334817058538,-241220291542075
14416,28845,21,0,3,7,3,1,4,0,4,15,4,0,3,-675683958570865,-1118683848283408,2251799813685248,831448913356645,738540887895350
14417,28847,20,0,3,7,3,0,3,1,4,14,4,0,3,-2323435473500550,-4060460143194467,4503599627370496,1045299809679186,1771696248691312
14418,28852,24,0,4,14,4,0,4,1,4,15,4,0,4,-4503599627370496,-4058551526373987,1402614293217966,-680924418308915,2712388877116244
14419,28853,24,0,4,14,4,0,4,1,4,15,4,1,4,-4503599627370496,-694047672960976,659263277185793,534492297852476,662742405017896
14420,28854,23,1,4,14,4,0,4,1,4,15,4,0,3,-2541734781660470,-4503599627370496,-1100854872595782,1595115912357136,613927887139049
14421,28855,22,0,3,14,4,1,4,1,4,15,4,0,3,-1447460625447222,-2005721498065578,4503599627370496,1423539036599839,2628715626606128
14422,28856,21,0,3,15,4,0,3,1,4,15,4,0,3,-2856914280855494,-4206088914804410,3350655911590768,818306688034787,4503599627370496
14423,28857,18,1,3,7,3,0,3,0,3,7,3,0,3,-998795922476361,-4503599627370496,-549027880718680,2571928041748581,-192205186071258
14424,28859,17,0,3,3,2,0,3,0,3,7,3,1,3,-2570509378184002,1885996856542183,4503599627370496,4501686188980303,-1473039239110856
14425,28860,17,1,3,3,2,0,3,0,3,7,3,1,3,-3593813879446478,1966795949367304,-154901072721579,4503599627370496,-4221050608641289
14426,28861,15,0,2,3,2,1,3,0,3,7,3,0,2,-1872376218272711,-2131651165103038,4503599627370496,3027876603934306,-179679074378833
14427,28868,19,0,3,6,3,0,3,2,4,6,3,0,3,-1973850264642402,-4503599627370496,4355290393035618,1314341417626117,-689210307976732
14428,28870,20,0,3,12,4,0,3,3,4,6,3,0,3,-4503599627370496,-3728690902518538,1467089314704294,-107769665444105,-162545297826344
14429,28871,20,0,3,13,4,0,3,3,4,6,3,0,3,-1,0,0,0,0
14430,28872,18,1,3,6,3,0,3,1,3,6,3,0,3,-3959964191049154,-4503599627370496,-1187663617910254,1080717335541367,-999424875722666
14431,28873,17,0,2,6,3,1,3,1,3,6,3,0,3,-2869685538929790,-2381019537797468,4503599627370496,3521701126900984,-9705827922295
14432,28874,16,0,2,6,3,0,2,1,3,6,3,1,3,-1316435386560497,-241260073479013,1357965831184580,2251799813685248,-766126999427408
14433,28875,15,0,2,7,3,0,2,1,3,6,3,0,2,-1500128710499351,-4302609599642392,4503599627370496,3144627297759106,2265079606115486
14434,28885,23,0,3,12,4,0,4,2,4,14,4,0,4,-2251799813685248,-1143166301299255,208964881290711,-28594734798175,-287683323399403
