leaf_id,node_id,depth,x1_k,x1_d,x2_k,x2_d,x3_k,x3_d,y1_k,y1_d,y2_k,y2_d,y3_k,y3_d,w0,w1,w2,w3,w4
3390,6791,21,2,3,3,3,9,4,10,4,3,3,8,4,-1564942183234844,47464722894220,-1880331089544861,-1859376368508837,4503599627370496
3391,6793,22,4,4,3,3,9,4,11,4,3,3,8,4,-1528710996428806,657232937333105,95863245077824,-829809204661485,4503599627370496
3392,6794,22,5,4,3,3,9,4,11,4,3,3,8,4,-1571618111112550,1275222088432587,304622529513708,-856740789689156,4503599627370496
3393,6795,18,2,3,1,2,4,3,5,3,3,3,9,4,-1848174879226901,936754685521956,-1797835103235717,-2251799813685248,2081165942162693
3394,6798,18,3,3,2,3,4,3,5,3,2,3,4,3,-4503599627370496,1398015761607459,-746919384884982,564256915091584,-1185159049478257
3395,6799,18,3,3,3,3,4,3,5,3,2,3,4,3,-1316473646120699,2114266869837858,-1970091774801550,-794724161460162,2251799813685248
3396,6802,19,3,3,1,2,8,4,10,4,3,3,4,3,-4141218839198407,1699076270188114,-4503599627370496,363684531581738,2101861421223416
3397,6804,20,3,3,2,3,9,4,10,4,3,3,4,3,-4503599627370496,1941376652498854,-4037374202337647,-3881899273186934,-861307663189420
3398,6805,20,3,3,3,3,9,4,10,4,3,3,4,3,-1526751099324979,1593212951617580,-2928845626358154,-3982505032790039,4503599627370496
3399,6806,18,3,3,1,2,4,3,11,4,3,3,4,3,0,1,0,0,0
3400,6807,15,1,2,1,2,4,3,5,3,1,2,5,3,-1994494837941227,1614905590157123,-1957189959217039,-2251799813685248,2006508039713096
3401,6809,14,1,2,1,2,5,3,4,3,1,2,2,2,-2384378135000382,-883470649327318,-358124921479847,-4503599627370496,2191604876092314
3402,6813,17,2,3,2,3,5,3,5,3,1,2,4,3,-987290821130061,314639809253242,1702252182435184,-2251799813685248,716874770859230
3403,6814,17,2,3,3,3,5,3,5,3,1,2,4,3,-1867196419982261,-110880779100020,2452465214755000,-3621735885250221,4503599627370496
3404,6815,16,3,3,1,2,5,3,5,3,1,2,4,3,-4159126637735874,3100356732546393,1821953205721274,-4503599627370496,1206929967104535
3405,6816,15,1,2,1,2,5,3,5,3,1,2,5,3,-135272740731190,1179857872656604,-877620810731741,-2251799813685248,2154670578716913
3406,6820,13,0,2,0,2,3,2,4,3,1,2,2,2,0,0,0,-1,0
3407,6822,14,0,2,0,2,3,2,5,3,2,3,2,2,3310164855354636,-3034838694150720,2549938379488300,-4503599627370496,2892544351762249
3408,6824,15,0,2,0,2,3,2,5,3,3,3,4,3,-903572738310292,-2643138559272954,3549541749904251,-4503599627370496,-696810550100314
3409,6825,15,0,2,0,2,3,2,5,3,3,3,5,3,356905124877510,-492987710067338,3721457601132425,-4503599627370496,3464980923052270
3410,6826,12,1,2,0,2,3,2,2,2,1,2,2,2,0,0,0,-1,0
3411,6827,11,0,1,1,2,3,2,2,2,1,2,2,2,-274611791057926,-140810275200482,587736791203956,-4503599627370496,2380504086690847
3412,6832,13,0,2,0,2,2,2,4,3,1,2,3,2,-1163407127877120,-370132373602438,-2208968260551211,-2251799813685248,-1072496812731895
3413,6837,17,0,3,0,2,4,3,5,3,2,3,6,3,3354750520203528,-1929017558768112,-4503599627370496,189137103671989,2967402357980901
3414,6839,18,0,3,0,2,5,3,10,4,2,3,6,3,2227658609434619,-1189851058442687,-2251799813685248,-1442909363458036,1411072849529139
3415,6840,18,0,3,0,2,5,3,11,4,2,3,6,3,2251799813685248,-592508320292508,-1280514243985787,-133280489039197,2242447261428476
3416,6841,16,1,3,0,2,2,2,5,3,2,3,6,3,2168452479130995,1869730262011848,-3050014309109664,-3039680559602692,4503599627370496
3417,6842,15,0,2,0,2,2,2,5,3,3,3,6,3,-1142798223545677,726400531459183,-1527378730306584,-658741920013839,2251799813685248
3418,6843,14,0,2,0,2,2,2,5,3,1,2,7,3,2058012151560937,1273414996186583,-4503599627370496,-968524266413678,2194816314138988
3419,6844,12,0,2,1,2,2,2,2,2,1,2,3,2,-638484419465418,182811188391221,-2251799813685248,-1412086232213556,1776629391953052
3420,6846,12,1,2,0,2,2,2,2,2,1,2,3,2,-3107652146717862,1341434941456727,126958992991869,-4503599627370496,1724588971708092
3421,6847,12,1,2,1,2,2,2,2,2,1,2,3,2,-3474401079544502,542214006094063,-1559179235422123,-4503599627370496,238749662695314
3422,6852,14,0,2,0,2,3,2,4,3,2,3,3,2,-481790635897811,577349990274124,-811337281079301,-2251799813685248,338916349486523
3423,6854,15,0,2,0,2,3,2,5,3,2,3,6,3,1450234539676122,498442164010384,-80809599097935,-3933095281502260,4503599627370496
3424,6855,15,0,2,0,2,3,2,5,3,2,3,7,3,1830086037243434,4503599627370496,-1880507204618650,-3927047834325439,3559085985864180
3425,6857,14,0,2,0,2,3,2,2,2,3,3,6,3,78037048143057,413709985401405,865210870133710,-4459759579416080,4503599627370496
3426,6858,14,0,2,0,2,3,2,2,2,3,3,7,3,-1430548280714251,1811483164130606,-2044206087682185,-4503599627370496,4236703352618832
3427,6859,12,1,2,0,2,3,2,2,2,1,2,3,2,0,0,0,-1,0
3428,6861,12,0,2,1,2,3,2,2,2,1,2,3,2,1471956440114418,385615138291561,-1015602557927675,-4503599627370496,3605156479600772
3429,6862,12,1,2,1,2,3,2,2,2,1,2,3,2,2275973060803589,-654380298591115,833855528751904,-4503599627370496,295006887831670
3430,6870,15,0,3,0,2,2,2,6,3,1,2,4,3,-600160479377286,-2625145040751376,3467104065796602,4503599627370496,2021348036213967
3431,6873,17,1,3,0,3,4,3,6,3,1,2,4,3,-1836282734714692,1475085631601939,2251799813685248,962320502992407,2248220002288236
3432,6874,17,1,3,0,3,5,3,6,3,1,2,4,3,-2297238210148592,2402382506552752,4503599627370496,-2413658753165733,2502339437381471
3433,6876,17,1,3,1,3,4,3,6,3,1,2,4,3,-4503599627370496,4126613581307892,3276423459658004,2493688427644264,4343634931905945
3434,6877,17,1,3,1,3,5,3,6,3,1,2,4,3,-1936414751117844,1773240236143870,4503599627370496,-1440883846149109,3147804225421726
3435,6879,15,0,3,0,2,2,2,6,3,1,2,5,3,1573175202052710,1182916190410401,3018598366605933,3719031318704088,4503599627370496
3436,6880,15,1,3,0,2,2,2,6,3,1,2,5,3,281643608623925,623813524258056,727520117255452,-249846875111207,2251799813685248
3437,6881,13,0,2,0,2,2,2,7,3,1,2,2,2,1605029680417682,2634596877238038,2412751645117285,4503599627370496,3110519288653930
3438,6884,14,0,2,0,2,3,2,6,3,2,3,2,2,2460237323630384,-788361033512893,4503599627370496,-1961873709760712,2488861685363106
3439,6886,15,0,2,0,2,3,2,6,3,3,3,4,3,0,0,1,0,0
3440,6887,15,0,2,0,2,3,2,6,3,3,3,5,3,1067136905993396,87441998429930,4503599627370496,-1422126182822015,3273799186810104
3441,6888,13,0,2,0,2,3,2,7,3,1,2,2,2,504592061708705,439669705873756,4503599627370496,1058065230918506,909604033079704
3442,6894,16,2,3,0,3,2,2,6,3,1,2,4,3,-4503599627370496,4189007591027967,1557732903136493,237846303934539,-358017939116416
3443,6896,17,2,3,1,3,4,3,6,3,1,2,4,3,-4503599627370496,4434256915011234,1683068881692925,1651515016543654,1518063960678848
3444,6897,17,2,3,1,3,5,3,6,3,1,2,4,3,-2924021226895691,4503599627370496,4121440666154954,-2186110179222598,498520220752830
3445,6898,15,3,3,0,2,2,2,6,3,1,2,4,3,0,1,0,0,0
3446,6899,14,1,2,0,2,2,2,6,3,1,2,5,3,-247069699673847,4503599627370496,-465602710295812,-2823972601422492,3531978555997410
3447,6900,13,1,2,0,2,2,2,7,3,1,2,2,2,2487924490093464,4503599627370496,710701034345803,-1304190131803,-115173160919042
3448,6901,12,1,2,0,2,3,2,3,2,1,2,2,2,1134529795026400,808037140397651,4503599627370496,-2247425925544981,2319581831018502
3449,6904,12,0,2,0,2,2,2,3,2,1,2,3,2,1587647115398223,2731012404864200,-1142563091437280,1999045981524150,4503599627370496
3450,6907,14,0,2,0,2,3,2,6,3,1,2,6,3,114279149998185,422049733299824,3382603943569222,-588421253524131,4503599627370496
3451,6908,14,0,2,0,2,3,2,6,3,1,2,7,3,660985756178319,3662050210817287,2583635203108208,-296499183981175,4503599627370496
3452,6909,13,0,2,0,2,3,2,7,3,1,2,3,2,1840665108027633,1905764430563452,4503599627370496,1885117066780930,2950713022893946
3453,6911,12,1,2,0,2,2,2,3,2,1,2,3,2,-548727073064017,2225484367754848,-586311450655287,-2251799813685248,1617195963272780
3454,6912,12,1,2,0,2,3,2,3,2,1,2,3,2,281449681317005,3951001520484348,4200372827913104,-3540414474687420,4503599627370496
3455,6920,16,0,3,1,2,4,3,6,3,1,2,4,3,0,0,0,1,0
3456,6921,16,0,3,1,2,5,3,6,3,1,2,4,3,1784719330204788,-2860183319944977,2149112215323224,4503599627370496,3434306694896074
3457,6923,16,0,3,2,3,2,2,6,3,1,2,5,3,307423927336837,-322865354228732,-154278852357761,253300313684524,1125899906842624
3458,6924,16,0,3,3,3,2,2,6,3,1,2,5,3,2018473068437988,-323570624935124,-1884591073332109,1509647619895264,4503599627370496
3459,6929,18,1,3,2,3,4,3,6,3,2,3,4,3,-2717201633063066,3663596781152664,2226061820634696,4503599627370496,3385400932571855
3460,6930,18,1,3,2,3,4,3,6,3,3,3,4,3,-4428478374676676,3753187018851674,1662335629680265,4503599627370496,4022038067216514
3461,6932,18,1,3,3,3,4,3,6,3,2,3,4,3,-1006713689981110,648966780186170,-443556022739391,2251799813685248,1401164716884562
3462,6933,18,1,3,3,3,4,3,6,3,3,3,4,3,659555086516561,757479623606087,37401641023498,3008860257086546,4503599627370496
3463,6936,18,1,3,2,3,5,3,6,3,2,3,4,3,-1155255984790477,1633548900060139,4503599627370496,-1522360810159490,4158461537137764
3464,6938,19,1,3,3,3,10,4,6,3,2,3,4,3,-774221298134173,1429376989036074,1523200804123055,689363034634431,4503599627370496
3465,6939,19,1,3,3,3,11,4,6,3,2,3,4,3,304007256684565,1640780473809996,4201055597490028,-460844914577356,4503599627370496
3466,6941,18,1,3,2,3,5,3,6,3,3,3,4,3,-431660476993627,1003735862689548,3204273816182044,-842598969403421,4503599627370496
3467,6942,18,1,3,3,3,5,3,6,3,3,3,4,3,731237911927578,156966571196692,809990823003636,131455028152845,2251799813685248
3468,6944,16,1,3,1,2,4,3,6,3,1,2,5,3,1179811038286668,1287368861241040,-1819389025705121,577093373577519,4503599627370496
3469,6946,17,1,3,1,2,5,3,6,3,2,3,5,3,319532107881259,2441815310551957,1264175016498017,-346929411360372,4503599627370496
3470,6947,17,1,3,1,2,5,3,6,3,3,3,5,3,3160842218326363,1490383185374528,1234618160032307,-99278814482196,4503599627370496
3471,6949,14,0,2,2,3,2,2,7,3,1,2,2,2,-823588551514925,4503599627370496,2070395321249140,4500319718861034,1440683786353510
3472,6954,18,0,3,3,3,4,3,7,3,2,3,4,3,-3311545041664349,665706282232562,282521414951135,4503599627370496,-4074413315100274
3473,6955,18,0,3,3,3,4,3,7,3,3,3,4,3,-2513606753750532,751053345784884,-1320953012639049,3955590426600680,-4503599627370496
3474,6956,17,1,3,3,3,4,3,7,3,1,2,4,3,174601689148772,1686978142956576,-444718890196281,4503599627370496,-1889183474953096
3475,6957,16,0,2,3,3,5,3,7,3,1,2,4,3,1085922257714849,1469185169467913,2251799813685248,2232859831740435,653438574559563
3476,6959,16,0,2,3,3,4,3,7,3,1,2,5,3,838784948665823,1190225434662903,-1293903681249349,2251799813685248,247061469784749
3477,6960,16,0,2,3,3,5,3,7,3,1,2,5,3,3190116884431577,4359270127143748,4001931607547480,4503599627370496,946741650352056
3478,6967,18,2,3,2,3,4,3,6,3,2,3,4,3,-2854427578658967,4503599627370496,1861326770425341,2232989941900746,3019530610612733
3479,6968,18,2,3,2,3,4,3,6,3,3,3,4,3,-2545373413117095,4503599627370496,1927880854327710,1976120906736313,2875920559079171
3480,6970,18,2,3,3,3,4,3,6,3,2,3,4,3,-1214280354523754,4395058522054930,1344163576529096,4503599627370496,3225949539479749
3481,6972,19,2,3,3,3,4,3,12,4,3,3,4,3,548222324005939,3189623734958120,1419574470830564,2239620250377034,4503599627370496
3482,6973,19,2,3,3,3,4,3,13,4,3,3,4,3,2614604338479908,4503599627370496,1057461782381445,2735373206084046,1955023424001325
3483,6974,16,3,3,1,2,4,3,6,3,1,2,4,3,0,1,0,0,0
3484,6975,15,1,2,1,2,4,3,6,3,1,2,5,3,0,1,0,0,0
3485,6976,14,1,2,1,2,5,3,6,3,1,2,2,2,774600260445269,4503599627370496,3370792255927099,-1168061100959878,3538690110824129
3486,6977,13,1,2,1,2,2,2,7,3,1,2,2,2,343271465902496,4503599627370496,2481451283814498,1972522343651245,-170191497769966
3487,6984,17,0,3,1,2,6,3,6,3,2,3,4,3,0,0,1,0,0
3488,6986,18,0,3,2,3,6,3,6,3,2,3,5,3,640692659908462,221282148521904,2113214703035152,-1214087402718231,4503599627370496
3489,6987,18,0,3,3,3,6,3,6,3,2,3,5,3,3078579948026214,939531652446859,2852561005060732,58306516076518,4503599627370496
3490,6989,17,0,3,1,2,6,3,6,3,3,3,4,3,0,0,1,0,0
3491,6991,18,0,3,2,3,6,3,6,3,3,3,5,3,1481384706511163,-567777411241055,2352726071397624,-191343649338539,4503599627370496
3492,6993,19,0,3,3,3,6,3,12,4,3,3,5,3,777224815629013,-1778389405054277,-995564782807286,-2932902010682004,4503599627370496
3493,6995,20,0,3,3,3,6,3,13,4,3,3,10,4,1640133622015149,-606751649075504,1153540806533417,1156558996435717,2251799813685248
3494,6996,20,0,3,3,3,6,3,13,4,3,3,11,4,4503599627370496,233243761626062,2387260675311002,-104400964078175,2985727763570502
3495,6998,16,1,3,1,2,6,3,6,3,2,3,2,2,713710744524044,1208246220534102,2251799813685248,-1615026955921453,624107771997013
3496,7000,17,1,3,1,2,6,3,6,3,3,3,4,3,0,0,1,0,0
3497,7002,18,1,3,2,3,6,3,6,3,3,3,5,3,1253059678380998,1108718490099282,3572867195765900,-1470576564036547,4503599627370496
3498,7003,18,1,3,3,3,6,3,6,3,3,3,5,3,4503599627370496,336014816481161,2802680974752700,-1699818856934255,2863707511445896
3499,7004,14,0,2,1,2,7,3,6,3,1,2,2,2,1523721838963992,-2330703680352908,4503599627370496,-1420756616024615,1599747360974134
3500,7008,16,0,2,2,3,6,3,7,3,2,3,2,2,-517628703085892,728093439223999,2251799813685248,745072830942827,612901410399728
3501,7010,17,0,2,3,3,6,3,7,3,2,3,4,3,0,0,1,0,0
3502,7011,17,0,2,3,3,6,3,7,3,2,3,5,3,1543633316643072,1610545571755813,4503599627370496,2461885265879420,501575118687632
3503,7012,15,0,2,1,2,7,3,7,3,2,3,2,2,0,0,1,0,0
3504,7015,16,0,2,1,2,6,3,7,3,3,3,4,3,0,0,1,0,0
3505,7017,17,0,2,2,3,6,3,7,3,3,3,5,3,1577059115699316,2290374687105632,4503599627370496,2427089901837193,1263556876062882
3506,7020,19,0,3,3,3,6,3,14,4,3,3,5,3,2821108330284426,1039785381235800,4503599627370496,2214361073601854,-628632001219117
3507,7021,19,0,3,3,3,6,3,15,4,3,3,5,3,-652650214235070,935023043632577,3327406664460302,4503599627370496,-3341194932028198
3508,7022,18,1,3,3,3,6,3,7,3,3,3,5,3,1792292133678710,874728927053062,2251799813685248,1103144896252106,-264531824657181
3509,7023,15,0,2,1,2,7,3,7,3,3,3,2,2,0,0,1,0,0
3510,7024,12,1,2,1,2,3,2,3,2,1,2,2,2,675402870047727,476136132284938,2251799813685248,-1121387007721938,684406960018569
3511,7028,13,0,2,1,2,2,2,6,3,1,2,3,2,1553798212059955,2530256047084568,-3212915905290218,56054368391952,4503599627370496
3512,7029,13,0,2,1,2,2,2,7,3,1,2,3,2,1688777430831618,2251799813685248,-328827583607163,1249559314677313,679779035225120
3513,7036,18,0,3,2,3,6,3,6,3,2,3,6,3,0,0,0,0,1
3514,7039,20,0,3,3,3,6,3,12,4,2,3,12,4,2328257453183870,217728565857522,-1743621118175845,-2538449926428158,4503599627370496
3515,7040,20,0,3,3,3,6,3,13,4,2,3,12,4,4503599627370496,1329788674118224,2272128917930764,-619136764711469,2444443456096877
3516,7041,19,0,3,3,3,6,3,6,3,2,3,13,4,4503599627370496,3353843284181005,817427606386144,96787470713366,2514837188763673
3517,7042,17,1,3,1,2,6,3,6,3,2,3,6,3,24643602026485,3790944155013563,2290429061762922,-4503599627370496,339547911649744
3518,7045,18,0,3,2,3,7,3,6,3,2,3,6,3,750755035168351,873237233200967,3079152968634231,-697210723888848,4503599627370496
3519,7046,18,0,3,3,3,7,3,6,3,2,3,6,3,4503599627370496,96675572794060,3728245742441469,-1354818136445468,1358353927691340
3520,7047,17,1,3,1,2,7,3,6,3,2,3,6,3,-287295367546974,437471294834384,1945369851097941,-2251799813685248,206058875217370
3521,7051,18,0,3,2,3,6,3,6,3,3,3,6,3,1514106819961600,312321210843825,1448365349787712,203991375878566,4503599627370496
3522,7054,20,0,3,3,3,6,3,12,4,3,3,12,4,1496746612793629,-1308138595486848,-2186304695724214,-2600544688298090,4503599627370496
3523,7056,21,0,4,3,3,6,3,13,4,3,3,12,4,4503599627370496,104743091717219,826046705796734,781444154236272,1699592601206270
3524,7058,22,1,4,3,3,12,4,13,4,3,3,12,4,4503599627370496,1156954531783342,622909240983495,-228372473921658,2456800442550330
3525,7060,23,1,4,6,4,13,4,13,4,3,3,12,4,4503599627370496,614523229492058,2103804226242286,-155042590635382,2399464898258497
3526,7061,23,1,4,7,4,13,4,13,4,3,3,12,4,4503599627370496,146092203547942,2119435230357027,-349838955409613,1175882721496955
3527,7063,20,0,3,3,3,6,3,12,4,3,3,13,4,2682868522920428,-212749949379575,-2611301474541444,-2759571781230164,4503599627370496
3528,7065,21,0,4,3,3,6,3,13,4,3,3,13,4,4503599627370496,2429870403065305,-530635598553057,694919254071845,1250627886468809
3529,7066,21,1,4,3,3,6,3,13,4,3,3,13,4,4503599627370496,2963621949678656,-2006525705791429,-514128585380108,1483142974502150
3530,7069,19,0,3,2,3,7,3,12,4,3,3,6,3,672327629485255,-420679212978736,64917995613927,-800021028527092,1125899906842624
3531,7071,20,0,3,2,3,7,3,13,4,3,3,12,4,4289244442570605,-829195047686696,4503599627370496,-327316088513251,3271482342444627
3532,7073,21,0,4,2,3,7,3,13,4,3,3,13,4,2543244863881258,-1360148404608913,2515387644766192,2299285563048756,4503599627370496
3533,7075,22,1,4,2,3,14,4,13,4,3,3,13,4,4503599627370496,356258341152865,2180525488033669,-217701765159461,2353399287894588
3534,7076,22,1,4,2,3,15,4,13,4,3,3,13,4,2251799813685248,-15362266077906,1437507455349864,-70879245631123,539458709752765
3535,7078,19,0,3,3,3,7,3,12,4,3,3,6,3,3020591595738916,-1824548887562084,-583958430616286,-4503599627370496,4226770554552065
3536,7081,21,0,3,3,3,14,4,13,4,3,3,12,4,4492124674172756,-523929310366809,4503599627370496,-202187268264700,1433388187839153
3537,7082,21,0,3,3,3,15,4,13,4,3,3,12,4,54242713321429,-1485898387999119,2251799813685248,-388054946933804,169178585745465
3538,7086,23,0,4,6,4,7,3,13,4,6,4,13,4,4503599627370496,221001936295358,2836065087548824,-337753924026335,1169628090650080
3539,7087,23,0,4,7,4,7,3,13,4,6,4,13,4,4503599627370496,-911378732261749,1466512119877371,-923423727791793,-1864911849759752
3540,7089,23,1,4,3,3,14,4,13,4,6,4,13,4,4503599627370496,691565642569879,2581847736565221,-1212132229627357,653235348416491
3541,7090,23,1,4,3,3,15,4,13,4,6,4,13,4,4503599627370496,471152843467605,4187295999130620,-2018477527996172,-326254146105885
3542,7092,22,0,4,3,3,7,3,13,4,7,4,13,4,2251799813685248,-705107834399513,-303994421455803,1220780631643499,558138929046415
3543,7094,23,1,4,3,3,14,4,13,4,7,4,13,4,4503599627370496,18006364263367,1690222060440745,-353749435659723,722109947666637
3544,7095,23,1,4,3,3,15,4,13,4,7,4,13,4,4503599627370496,-110937681790924,2221201605999070,-316307117139927,-413861221992042
3545,7098,18,1,3,2,3,6,3,6,3,3,3,6,3,1462384314385028,734804193903992,2380260091560436,-693690243723045,4503599627370496
3546,7099,18,1,3,3,3,6,3,6,3,3,3,6,3,4503599627370496,525900263566077,1100107484640009,-2421606873254205,1388613693254816
3547,7101,18,1,3,2,3,7,3,6,3,3,3,6,3,1669408828456766,2161553059954383,4503599627370496,-2954213969069018,1041603154994872
3548,7102,18,1,3,3,3,7,3,6,3,3,3,6,3,4503599627370496,948418601481822,2855116375689248,-3072151460869069,4498341554438
3549,7106,17,0,3,2,3,3,2,6,3,2,3,7,3,2116484840417198,4503599627370496,509235410158589,1621314836693702,3953299780603221
3550,7108,18,0,3,3,3,6,3,6,3,2,3,7,3,2965702805013442,4503599627370496,-814477961522638,-1844347161628358,771583707532501
3551,7109,18,0,3,3,3,7,3,6,3,2,3,7,3,4503599627370496,2291591364319227,2780642193207560,-2173248901027180,11968781741032
3552,7112,18,0,3,2,3,6,3,6,3,3,3,7,3,1662899712047538,4503599627370496,-3647315639193362,64181128826232,3202933549856677
3553,7114,19,0,3,2,3,7,3,12,4,3,3,7,3,4503599627370496,628785348289171,-610785166669977,-3625235315675602,4369295286453330
3554,7115,19,0,3,2,3,7,3,13,4,3,3,7,3,4503599627370496,1328307894082760,1977092326664580,358914335494717,723317896195344
3555,7117,18,0,3,3,3,6,3,6,3,3,3,7,3,2878154996513759,4503599627370496,-4253184193119046,-258721118372664,305928010494177
3556,7120,20,0,3,3,3,7,3,12,4,3,3,14,4,4503599627370496,699036975396043,-121160294636701,-3506676734336913,2653909951626724
3557,7123,22,0,4,6,4,7,3,13,4,3,3,14,4,4503599627370496,1865487695389041,1890661291559134,872993902731544,-179817305399545
3558,7124,22,1,4,6,4,7,3,13,4,3,3,14,4,4503599627370496,2220779627298766,1692486259888148,-1007357151006060,-902251457959001
3559,7125,21,0,3,7,4,7,3,13,4,3,3,14,4,3660049355440420,210905546396572,-1187112749707608,-2188307309953669,-4503599627370496
3560,7126,19,0,3,3,3,7,3,6,3,3,3,15,4,2907618681798299,4503599627370496,-1711351785429946,-1957635285137,-693812922204220
3561,7127,15,1,3,1,2,3,2,6,3,1,2,7,3,2999648368391276,4503599627370496,741789533831678,-3621443437734277,-1812557685584990
3562,7131,16,0,2,2,3,3,2,7,3,2,3,6,3,-1417449714718831,2803563018120106,4503599627370496,3006621581223922,2848510984816985
3563,7137,21,0,3,3,3,12,4,14,4,2,3,12,4,4503599627370496,3184429423380557,3998229374905256,2955176716475649,227462325619808
3564,7138,21,0,3,3,3,13,4,14,4,2,3,12,4,2984285670710396,672820816140589,4503599627370496,1158475212297066,-317386972797414
3565,7139,20,0,3,3,3,6,3,15,4,2,3,12,4,-1654348252493063,2444440725214994,2864546543860403,4503599627370496,-1577801959180438
3566,7140,19,0,3,3,3,6,3,7,3,2,3,13,4,4018799593434999,2560645530101046,4503599627370496,1177641481731300,-816790470129628
3567,7141,18,1,3,3,3,6,3,7,3,2,3,6,3,-105545097792247,2251799813685248,1748588372730214,-1838645086764126,-857473250293674
3568,7144,19,0,3,3,3,7,3,7,3,4,4,6,3,1324910222093488,66352031103891,4503599627370496,-1014818584906090,-1138163146598474
3569,7146,20,0,3,3,3,7,3,14,4,5,4,6,3,1364340188214365,95440965249441,4503599627370496,779068894516157,-1278796910762250
3570,7147,20,0,3,3,3,7,3,15,4,5,4,6,3,-3444528646752874,101007371061446,4503599627370496,2727231676126149,-3764150206797210
3571,7148,18,1,3,3,3,7,3,7,3,2,3,6,3,-1569039350778867,917949566102265,4503599627370496,-2394615558827389,-1542226417331205
3572,7151,17,0,2,2,3,6,3,7,3,3,3,6,3,1905401584060819,1667575957097828,2251799813685248,1322153568177511,441308969507446
3573,7156,21,0,3,3,3,12,4,14,4,3,3,12,4,2251799813685248,1529448386973676,2027893458259660,1725088533011089,-673121020132092
3574,7158,22,0,3,6,4,13,4,14,4,3,3,12,4,3903414278217996,1788979754349020,4503599627370496,3721146920656097,-1207519747257721
3575,7161,24,0,4,7,4,13,4,14,4,6,4,12,4,2158816340664213,648850915996554,2251799813685248,1521360591500729,-832580202040298
3576,7162,24,1,4,7,4,13,4,14,4,6,4,12,4,3339286492686721,1930217128021412,4503599627370496,1678107511798600,-2689961411239302
3577,7163,23,0,3,7,4,13,4,14,4,7,4,12,4,4503599627370496,1069163475744486,2262646127515346,3056653038346101,-3375711709633872
3578,7164,20,0,3,3,3,6,3,15,4,3,3,12,4,-1305239956894864,2654971098661530,3052428459069536,4503599627370496,-3600708630782771
3579,7165,19,0,3,3,3,6,3,7,3,3,3,13,4,1590373394315820,2251799813685248,1026192859998795,1688736963589269,-1652706533084234
3580,7166,18,1,3,3,3,6,3,7,3,3,3,6,3,2251799813685248,2219428375017964,1818639844930594,-151089094720869,-1448021533593324
3581,7168,17,0,2,2,3,7,3,7,3,3,3,6,3,529633631688270,1803383091766417,4503599627370496,3028437537177459,-586168100340136
3582,7172,20,0,3,3,3,7,3,14,4,3,3,12,4,1766813905757792,172969693792395,4503599627370496,1289521832899203,-2431123160772313
3583,7175,22,0,3,6,4,7,3,14,4,6,4,13,4,157784982000282,599363232797477,4503599627370496,2466405405424584,-2721831671680588
3584,7176,22,0,3,7,4,7,3,14,4,6,4,13,4,2171784548199000,555950693616258,4503599627370496,1800465869598219,-3866745879814106
3585,7177,21,0,3,3,3,7,3,14,4,7,4,13,4,1513151540501211,826842417106535,1618522793884395,1537234561293197,-2251799813685248
3586,7178,19,0,3,3,3,7,3,15,4,3,3,6,3,-2035823181957390,420203762869271,2791016735722437,4503599627370496,-4033089477356116
3587,7179,18,1,3,3,3,7,3,7,3,3,3,6,3,2262026860110315,1896141345441916,3681957194323855,142562077510611,-4503599627370496
3588,7181,15,0,2,2,3,3,2,7,3,1,2,7,3,632343748846073,4503599627370496,2235900869107069,3786428248067726,-2097791994469640
3589,7183,16,0,2,3,3,3,2,7,3,2,3,7,3,588499448391205,4348372321326584,3652744957592025,-581679394080183,-4503599627370496
3590,7184,16,0,2,3,3,3,2,7,3,3,3,7,3,1052193756435742,1897796180559098,719892512164857,1142442058459093,-2251799813685248
3591,7186,12,1,2,1,2,2,2,3,2,1,2,3,2,0,1,0,0,0
3592,7187,12,1,2,1,2,3,2,3,2,1,2,3,2,17015093020524,2251799813685248,1932575655534294,-2005171201499113,-774702683559231
3593,7197,12,0,2,0,2,0,2,0,2,2,2,0,2,0,0,1,0,0
3594,7199,13,1,2,0,3,0,2,0,2,2,2,0,2,2251799813685248,1184218820425092,932393255300870,-444127651635882,251788568746769
3595,7200,13,1,2,1,3,0,2,0,2,2,2,0,2,4503599627370496,491903546020657,1635024271506321,-1380139064676623,119013518758604
3596,7202,12,0,2,0,2,1,2,0,2,2,2,0,2,3948176410153454,-490300888029362,4503599627370496,2847368183910577,1090932099223188
3597,7204,13,1,2,0,3,1,2,0,2,2,2,0,2,1,0,0,0,0
3598,7206,14,2,3,1,3,1,2,0,2,2,2,0,2,4503599627370496,284850616539570,1673769354847780,1476530627521129,-1764849554589994
3599,7208,15,3,3,1,3,2,3,0,2,2,2,0,2,1,0,0,0,0
3600,7209,15,3,3,1,3,3,3,0,2,2,2,0,2,4503599627370496,-508408038605571,-2365553834366604,3327245510110682,-32574828561001
3601,7211,11,0,1,0,2,0,2,0,2,3,2,0,2,559710859896541,514456542025237,158451798470619,244936104435960,-1125899906842624
3602,7212,11,0,1,0,2,1,2,0,2,3,2,0,2,2692801014004496,4503599627370496,-1172574669777057,1117026297755846,-3124324782906834
3603,7214,10,0,1,0,2,0,2,1,2,1,1,0,2,2734149648631976,-490786183022619,4503599627370496,3083524056753772,-3715811593787448
3604,7216,11,0,1,0,2,1,2,1,2,2,2,0,2,4235872395659227,1998725283186691,1831660401111212,4503599627370496,46923924046551
